geo_type,region,transportation_type,alternative_name,sub_region,country,date,relative_mobility
city,Albany,driving,NA,New York,United States,2020-02-24,106.84
city,Albany,driving,NA,New York,United States,2020-02-25,109.27
city,Albany,driving,NA,New York,United States,2020-02-26,112.12
city,Albany,driving,NA,New York,United States,2020-02-27,112.34
city,Albany,driving,NA,New York,United States,2020-02-28,137.94
city,Albany,driving,NA,New York,United States,2020-02-29,129.08
city,Albany,driving,NA,New York,United States,2020-03-01,95.86
city,Albany,driving,NA,New York,United States,2020-03-02,104.42
city,Albany,driving,NA,New York,United States,2020-03-03,111.92
city,Albany,driving,NA,New York,United States,2020-03-04,111.16
city,Albany,driving,NA,New York,United States,2020-03-05,118.14
city,Albany,driving,NA,New York,United States,2020-03-06,136.06
city,Albany,driving,NA,New York,United States,2020-03-07,121.1
city,Albany,driving,NA,New York,United States,2020-03-08,92.95
city,Albany,driving,NA,New York,United States,2020-03-09,105.06
city,Albany,driving,NA,New York,United States,2020-03-10,105.14
city,Albany,driving,NA,New York,United States,2020-03-11,105.67
city,Albany,driving,NA,New York,United States,2020-03-12,102.58
city,Albany,driving,NA,New York,United States,2020-03-13,106
city,Albany,driving,NA,New York,United States,2020-03-14,86.36
city,Albany,driving,NA,New York,United States,2020-03-15,65.46
city,Albany,driving,NA,New York,United States,2020-03-16,75
city,Albany,driving,NA,New York,United States,2020-03-17,65.79
city,Albany,driving,NA,New York,United States,2020-03-18,65.47
city,Albany,driving,NA,New York,United States,2020-03-19,62.42
city,Albany,driving,NA,New York,United States,2020-03-20,67.5
city,Albany,driving,NA,New York,United States,2020-03-21,57.03
city,Albany,driving,NA,New York,United States,2020-03-22,42.46
city,Albany,driving,NA,New York,United States,2020-03-23,42.28
city,Albany,driving,NA,New York,United States,2020-03-24,47.13
city,Albany,driving,NA,New York,United States,2020-03-25,48.54
city,Albany,driving,NA,New York,United States,2020-03-26,53.92
city,Albany,driving,NA,New York,United States,2020-03-27,62.18
city,Albany,driving,NA,New York,United States,2020-03-28,49.29
city,Albany,driving,NA,New York,United States,2020-03-29,37.32
city,Albany,driving,NA,New York,United States,2020-03-30,48.92
city,Albany,driving,NA,New York,United States,2020-03-31,51.76
city,Albany,driving,NA,New York,United States,2020-04-01,53.33
city,Albany,driving,NA,New York,United States,2020-04-02,52.79
city,Albany,driving,NA,New York,United States,2020-04-03,57.14
city,Albany,driving,NA,New York,United States,2020-04-04,54.67
city,Albany,driving,NA,New York,United States,2020-04-05,42.56
city,Albany,driving,NA,New York,United States,2020-04-06,54.46
city,Albany,driving,NA,New York,United States,2020-04-07,55.86
city,Albany,driving,NA,New York,United States,2020-04-08,53.51
city,Albany,driving,NA,New York,United States,2020-04-09,51.35
city,Albany,driving,NA,New York,United States,2020-04-10,60.34
city,Albany,driving,NA,New York,United States,2020-04-11,55.65
city,Albany,driving,NA,New York,United States,2020-04-12,36.71
city,Albany,driving,NA,New York,United States,2020-04-13,49.49
city,Albany,driving,NA,New York,United States,2020-04-14,58.63
city,Albany,driving,NA,New York,United States,2020-04-15,60.53
city,Albany,driving,NA,New York,United States,2020-04-16,61.16
city,Albany,driving,NA,New York,United States,2020-04-17,68.06
city,Albany,driving,NA,New York,United States,2020-04-18,56.43
city,Albany,driving,NA,New York,United States,2020-04-19,55.05
city,Albany,driving,NA,New York,United States,2020-04-20,61.87
city,Albany,driving,NA,New York,United States,2020-04-21,58.33
city,Albany,driving,NA,New York,United States,2020-04-22,60.03
city,Albany,driving,NA,New York,United States,2020-04-23,65.1
city,Albany,driving,NA,New York,United States,2020-04-24,70.93
city,Albany,driving,NA,New York,United States,2020-04-25,72.97
city,Albany,driving,NA,New York,United States,2020-04-26,47.49
city,Albany,driving,NA,New York,United States,2020-04-27,58.76
city,Albany,driving,NA,New York,United States,2020-04-28,68.18
city,Albany,driving,NA,New York,United States,2020-04-29,68.12
city,Albany,driving,NA,New York,United States,2020-04-30,67.2
city,Albany,driving,NA,New York,United States,2020-05-01,78.44
city,Albany,driving,NA,New York,United States,2020-05-02,79.82
city,Albany,driving,NA,New York,United States,2020-05-03,67.52
city,Albany,driving,NA,New York,United States,2020-05-04,69.29
city,Albany,driving,NA,New York,United States,2020-05-05,76.59
city,Albany,driving,NA,New York,United States,2020-05-06,74.27
city,Albany,driving,NA,New York,United States,2020-05-07,77.32
city,Albany,driving,NA,New York,United States,2020-05-08,86.11
city,Albany,driving,NA,New York,United States,2020-05-09,77.2
city,Albany,driving,NA,New York,United States,2020-05-10,62.28
city,Albany,driving,NA,New York,United States,2020-05-11,NA
city,Albany,driving,NA,New York,United States,2020-05-12,NA
city,Albany,driving,NA,New York,United States,2020-05-13,85.16
city,Albany,driving,NA,New York,United States,2020-05-14,89.45
city,Albany,driving,NA,New York,United States,2020-05-15,95.66
city,Albany,driving,NA,New York,United States,2020-05-16,94.95
city,Albany,driving,NA,New York,United States,2020-05-17,75.35
city,Albany,driving,NA,New York,United States,2020-05-18,83.97
city,Albany,driving,NA,New York,United States,2020-05-19,92.49
city,Albany,driving,NA,New York,United States,2020-05-20,96.26
city,Albany,driving,NA,New York,United States,2020-05-21,101.83
city,Albany,driving,NA,New York,United States,2020-05-22,114.11
city,Albany,driving,NA,New York,United States,2020-05-23,95.16
city,Albany,driving,NA,New York,United States,2020-05-24,80.05
city,Albany,driving,NA,New York,United States,2020-05-25,79.79
city,Albany,driving,NA,New York,United States,2020-05-26,98.02
city,Albany,driving,NA,New York,United States,2020-05-27,102.63
city,Albany,driving,NA,New York,United States,2020-05-28,101.94
city,Albany,driving,NA,New York,United States,2020-05-29,109.61
city,Albany,driving,NA,New York,United States,2020-05-30,108.32
city,Albany,driving,NA,New York,United States,2020-05-31,79.66
city,Albany,driving,NA,New York,United States,2020-06-01,99.99
city,Albany,driving,NA,New York,United States,2020-06-02,96.37
city,Albany,driving,NA,New York,United States,2020-06-03,102.27
city,Albany,driving,NA,New York,United States,2020-06-04,110.13
city,Albany,driving,NA,New York,United States,2020-06-05,118.52
city,Albany,driving,NA,New York,United States,2020-06-06,108.07
city,Albany,driving,NA,New York,United States,2020-06-07,91.39
city,Albany,driving,NA,New York,United States,2020-06-08,107.53
city,Albany,driving,NA,New York,United States,2020-06-09,114.05
city,Albany,driving,NA,New York,United States,2020-06-10,113.21
city,Albany,driving,NA,New York,United States,2020-06-11,118.08
city,Albany,driving,NA,New York,United States,2020-06-12,132.25
city,Albany,driving,NA,New York,United States,2020-06-13,114.47
city,Albany,driving,NA,New York,United States,2020-06-14,95
city,Albany,driving,NA,New York,United States,2020-06-15,116.28
city,Albany,driving,NA,New York,United States,2020-06-16,120.79
city,Albany,driving,NA,New York,United States,2020-06-17,122.84
city,Albany,driving,NA,New York,United States,2020-06-18,126.78
city,Albany,driving,NA,New York,United States,2020-06-19,139.96
city,Albany,driving,NA,New York,United States,2020-06-20,119.71
city,Albany,driving,NA,New York,United States,2020-06-21,91
city,Albany,driving,NA,New York,United States,2020-06-22,121.17
city,Albany,driving,NA,New York,United States,2020-06-23,128.12
city,Albany,driving,NA,New York,United States,2020-06-24,128.76
city,Albany,driving,NA,New York,United States,2020-06-25,133.32
city,Albany,driving,NA,New York,United States,2020-06-26,148.34
city,Albany,driving,NA,New York,United States,2020-06-27,122.48
city,Albany,driving,NA,New York,United States,2020-06-28,98.49
city,Albany,driving,NA,New York,United States,2020-06-29,123.63
city,Albany,driving,NA,New York,United States,2020-06-30,128.48
city,Albany,driving,NA,New York,United States,2020-07-01,133.34
city,Albany,driving,NA,New York,United States,2020-07-02,141.67
city,Albany,driving,NA,New York,United States,2020-07-03,126.05
city,Albany,driving,NA,New York,United States,2020-07-04,96.12
city,Albany,driving,NA,New York,United States,2020-07-05,99.87
city,Albany,driving,NA,New York,United States,2020-07-06,125.54
city,Albany,driving,NA,New York,United States,2020-07-07,131.75
city,Albany,driving,NA,New York,United States,2020-07-08,129.07
city,Albany,driving,NA,New York,United States,2020-07-09,136.84
city,Albany,driving,NA,New York,United States,2020-07-10,145.68
city,Albany,driving,NA,New York,United States,2020-07-11,128.67
city,Albany,driving,NA,New York,United States,2020-07-12,111.52
city,Albany,driving,NA,New York,United States,2020-07-13,128.41
city,Albany,driving,NA,New York,United States,2020-07-14,132.96
city,Albany,driving,NA,New York,United States,2020-07-15,137.53
city,Albany,driving,NA,New York,United States,2020-07-16,135.99
city,Albany,driving,NA,New York,United States,2020-07-17,149.7
city,Albany,driving,NA,New York,United States,2020-07-18,130
city,Albany,driving,NA,New York,United States,2020-07-19,108.45
city,Albany,driving,NA,New York,United States,2020-07-20,131.53
city,Albany,driving,NA,New York,United States,2020-07-21,134.77
city,Albany,driving,NA,New York,United States,2020-07-22,134.19
city,Albany,driving,NA,New York,United States,2020-07-23,135.83
city,Albany,driving,NA,New York,United States,2020-07-24,155.33
city,Albany,driving,NA,New York,United States,2020-07-25,133.14
city,Albany,driving,NA,New York,United States,2020-07-26,111.07
city,Albany,driving,NA,New York,United States,2020-07-27,130.21
city,Albany,driving,NA,New York,United States,2020-07-28,134.54
city,Albany,driving,NA,New York,United States,2020-07-29,141.09
city,Albany,driving,NA,New York,United States,2020-07-30,143.36
city,Albany,driving,NA,New York,United States,2020-07-31,153.86
city,Albany,driving,NA,New York,United States,2020-08-01,138.83
city,Albany,driving,NA,New York,United States,2020-08-02,109.1
city,Albany,driving,NA,New York,United States,2020-08-03,138.11
city,Albany,driving,NA,New York,United States,2020-08-04,121.81
city,Albany,driving,NA,New York,United States,2020-08-05,146.1
city,Albany,driving,NA,New York,United States,2020-08-06,147.56
city,Albany,driving,NA,New York,United States,2020-08-07,154.22
city,Albany,driving,NA,New York,United States,2020-08-08,143.79
city,Albany,driving,NA,New York,United States,2020-08-09,116.19
city,Albany,driving,NA,New York,United States,2020-08-10,135.01
city,Albany,driving,NA,New York,United States,2020-08-11,137.04
city,Albany,driving,NA,New York,United States,2020-08-12,141.15
city,Albany,driving,NA,New York,United States,2020-08-13,147.66
city,Albany,driving,NA,New York,United States,2020-08-14,158.41
city,Albany,driving,NA,New York,United States,2020-08-15,143.16
city,Albany,driving,NA,New York,United States,2020-08-16,117.9
city,Albany,driving,NA,New York,United States,2020-08-17,137.92
city,Albany,driving,NA,New York,United States,2020-08-18,145.02
city,Albany,driving,NA,New York,United States,2020-08-19,151.76
city,Albany,driving,NA,New York,United States,2020-08-20,157.79
city,Albany,driving,NA,New York,United States,2020-08-21,170.94
city,Albany,driving,NA,New York,United States,2020-08-22,155.99
city,Albany,driving,NA,New York,United States,2020-08-23,131.29
city,Albany,driving,NA,New York,United States,2020-08-24,146.84
city,Albany,driving,NA,New York,United States,2020-08-25,143.56
city,Albany,driving,NA,New York,United States,2020-08-26,145.76
city,Albany,driving,NA,New York,United States,2020-08-27,139.46
city,Albany,driving,NA,New York,United States,2020-08-28,163.21
city,Albany,driving,NA,New York,United States,2020-08-29,136.04
city,Albany,driving,NA,New York,United States,2020-08-30,120.63
city,Albany,driving,NA,New York,United States,2020-08-31,140.84
city,Albany,driving,NA,New York,United States,2020-09-01,142.27
city,Albany,driving,NA,New York,United States,2020-09-02,137.35
city,Albany,driving,NA,New York,United States,2020-09-03,150.45
city,Albany,driving,NA,New York,United States,2020-09-04,170.92
city,Albany,driving,NA,New York,United States,2020-09-05,143.89
city,Albany,driving,NA,New York,United States,2020-09-06,118.62
city,Albany,driving,NA,New York,United States,2020-09-07,120.27
city,Albany,driving,NA,New York,United States,2020-09-08,134.43
city,Albany,driving,NA,New York,United States,2020-09-09,140.91
city,Albany,driving,NA,New York,United States,2020-09-10,142.29
city,Albany,driving,NA,New York,United States,2020-09-11,159.98
city,Albany,driving,NA,New York,United States,2020-09-12,150.18
city,Albany,driving,NA,New York,United States,2020-09-13,116.64
city,Albany,driving,NA,New York,United States,2020-09-14,128.73
city,Albany,driving,NA,New York,United States,2020-09-15,134.72
city,Albany,driving,NA,New York,United States,2020-09-16,136.06
city,Albany,driving,NA,New York,United States,2020-09-17,138.23
city,Albany,driving,NA,New York,United States,2020-09-18,162.51
city,Albany,driving,NA,New York,United States,2020-09-19,153.46
city,Albany,driving,NA,New York,United States,2020-09-20,119.21
city,Albany,driving,NA,New York,United States,2020-09-21,124.41
city,Albany,driving,NA,New York,United States,2020-09-22,127.55
city,Albany,driving,NA,New York,United States,2020-09-23,131.69
city,Albany,driving,NA,New York,United States,2020-09-24,137.17
city,Albany,driving,NA,New York,United States,2020-09-25,160
city,Albany,driving,NA,New York,United States,2020-09-26,153
city,Albany,driving,NA,New York,United States,2020-09-27,118.88
city,Albany,driving,NA,New York,United States,2020-09-28,124.7
city,Albany,driving,NA,New York,United States,2020-09-29,121.12
city,Albany,driving,NA,New York,United States,2020-09-30,125.55
city,Albany,driving,NA,New York,United States,2020-10-01,131.92
city,Albany,driving,NA,New York,United States,2020-10-02,147.54
city,Albany,driving,NA,New York,United States,2020-10-03,146.53
city,Albany,driving,NA,New York,United States,2020-10-04,111.13
city,Albany,driving,NA,New York,United States,2020-10-05,116.33
city,Albany,driving,NA,New York,United States,2020-10-06,122.96
city,Albany,driving,NA,New York,United States,2020-10-07,133.93
city,Albany,driving,NA,New York,United States,2020-10-08,146.09
city,Albany,driving,NA,New York,United States,2020-10-09,168.27
city,Albany,driving,NA,New York,United States,2020-10-10,154.16
city,Albany,driving,NA,New York,United States,2020-10-11,120.64
city,Albany,driving,NA,New York,United States,2020-10-12,122.47
city,Albany,driving,NA,New York,United States,2020-10-13,110.74
city,Albany,driving,NA,New York,United States,2020-10-14,123.11
city,Albany,driving,NA,New York,United States,2020-10-15,128.6
city,Albany,driving,NA,New York,United States,2020-10-16,140.76
city,Albany,driving,NA,New York,United States,2020-10-17,140.82
city,Albany,driving,NA,New York,United States,2020-10-18,108.86
city,Albany,driving,NA,New York,United States,2020-10-19,115.33
city,Albany,driving,NA,New York,United States,2020-10-20,115.5
city,Albany,driving,NA,New York,United States,2020-10-21,119.72
city,Albany,driving,NA,New York,United States,2020-10-22,125.2
city,Albany,driving,NA,New York,United States,2020-10-23,147.97
city,Albany,driving,NA,New York,United States,2020-10-24,135.44
city,Albany,driving,NA,New York,United States,2020-10-25,100.16
city,Albany,driving,NA,New York,United States,2020-10-26,109.76
city,Albany,driving,NA,New York,United States,2020-10-27,116.27
city,Albany,driving,NA,New York,United States,2020-10-28,118.95
city,Albany,driving,NA,New York,United States,2020-10-29,120.08
city,Albany,driving,NA,New York,United States,2020-10-30,134.86
city,Albany,driving,NA,New York,United States,2020-10-31,127.69
city,Albany,driving,NA,New York,United States,2020-11-01,90.58
city,Albany,driving,NA,New York,United States,2020-11-02,102.63
city,Albany,driving,NA,New York,United States,2020-11-03,108.87
city,Albany,driving,NA,New York,United States,2020-11-04,102.51
city,Albany,driving,NA,New York,United States,2020-11-05,107.21
city,Albany,driving,NA,New York,United States,2020-11-06,128.43
city,Albany,driving,NA,New York,United States,2020-11-07,117.61
city,Albany,driving,NA,New York,United States,2020-11-08,87.98
city,Albany,driving,NA,New York,United States,2020-11-09,100.89
city,Albany,driving,NA,New York,United States,2020-11-10,110.5
city,Albany,driving,NA,New York,United States,2020-11-11,108.6
city,Albany,driving,NA,New York,United States,2020-11-12,99.68
city,Albany,driving,NA,New York,United States,2020-11-13,118.5
city,Albany,driving,NA,New York,United States,2020-11-14,108.77
city,Albany,driving,NA,New York,United States,2020-11-15,81.46
city,Albany,driving,NA,New York,United States,2020-11-16,96.63
city,Albany,driving,NA,New York,United States,2020-11-17,98.18
city,Albany,driving,NA,New York,United States,2020-11-18,100.75
city,Albany,driving,NA,New York,United States,2020-11-19,103.98
city,Albany,driving,NA,New York,United States,2020-11-20,119.26
city,Albany,driving,NA,New York,United States,2020-11-21,109.03
city,Albany,driving,NA,New York,United States,2020-11-22,78.52
city,Albany,driving,NA,New York,United States,2020-11-23,98.44
city,Albany,driving,NA,New York,United States,2020-11-24,107.77
city,Albany,driving,NA,New York,United States,2020-11-25,111.41
city,Albany,driving,NA,New York,United States,2020-11-26,45.01
city,Albany,driving,NA,New York,United States,2020-11-27,94.24
city,Albany,driving,NA,New York,United States,2020-11-28,92.11
city,Albany,driving,NA,New York,United States,2020-11-29,76.4
city,Albany,driving,NA,New York,United States,2020-11-30,92.32
city,Albany,driving,NA,New York,United States,2020-12-01,96.2
city,Albany,driving,NA,New York,United States,2020-12-02,94.83
city,Albany,driving,NA,New York,United States,2020-12-03,98.83
city,Albany,driving,NA,New York,United States,2020-12-04,110.26
city,Albany,driving,NA,New York,United States,2020-12-05,97.71
city,Albany,driving,NA,New York,United States,2020-12-06,73.72
city,Albany,driving,NA,New York,United States,2020-12-07,91.18
city,Albany,driving,NA,New York,United States,2020-12-08,93.25
city,Albany,driving,NA,New York,United States,2020-12-09,93.75
city,Albany,driving,NA,New York,United States,2020-12-10,98.82
city,Albany,driving,NA,New York,United States,2020-12-11,112.43
city,Albany,driving,NA,New York,United States,2020-12-12,104.1
city,Albany,driving,NA,New York,United States,2020-12-13,76.39
city,Albany,driving,NA,New York,United States,2020-12-14,94.63
city,Albany,driving,NA,New York,United States,2020-12-15,99.4
city,Albany,driving,NA,New York,United States,2020-12-16,98.31
city,Albany,driving,NA,New York,United States,2020-12-17,41.72
city,Albany,driving,NA,New York,United States,2020-12-18,103.86
city,Albany,driving,NA,New York,United States,2020-12-19,101.43
city,Albany,driving,NA,New York,United States,2020-12-20,78.29
city,Albany,driving,NA,New York,United States,2020-12-21,106.53
city,Albany,driving,NA,New York,United States,2020-12-22,113.52
city,Albany,driving,NA,New York,United States,2020-12-23,123.03
city,Albany,driving,NA,New York,United States,2020-12-24,84.02
city,Albany,driving,NA,New York,United States,2020-12-25,37.82
city,Albany,driving,NA,New York,United States,2020-12-26,80.25
city,Albany,driving,NA,New York,United States,2020-12-27,75.08
city,Albany,driving,NA,New York,United States,2020-12-28,96.95
city,Albany,driving,NA,New York,United States,2020-12-29,100.44
city,Albany,driving,NA,New York,United States,2020-12-30,107.11
city,Albany,driving,NA,New York,United States,2020-12-31,104.8
city,Albany,driving,NA,New York,United States,2021-01-01,67.17
city,Albany,driving,NA,New York,United States,2021-01-02,86.91
city,Albany,driving,NA,New York,United States,2021-01-03,66.7
city,Albany,driving,NA,New York,United States,2021-01-04,89.54
city,Albany,driving,NA,New York,United States,2021-01-05,95.93
city,Albany,driving,NA,New York,United States,2021-01-06,93.3
city,Albany,driving,NA,New York,United States,2021-01-07,95.46
city,Albany,driving,NA,New York,United States,2021-01-08,107.2
city,Albany,driving,NA,New York,United States,2021-01-09,97.78
city,Albany,driving,NA,New York,United States,2021-01-10,75.83
city,Albany,driving,NA,New York,United States,2021-01-11,91.21
city,Albany,driving,NA,New York,United States,2021-01-12,93.29
city,Albany,driving,NA,New York,United States,2021-01-13,94.99
city,Albany,driving,NA,New York,United States,2021-01-14,96.34
city,Albany,driving,NA,New York,United States,2021-01-15,109.32
city,Albany,driving,NA,New York,United States,2021-01-16,92.76
city,Albany,driving,NA,New York,United States,2021-01-17,78.2
city,Albany,driving,NA,New York,United States,2021-01-18,94.04
city,Albany,driving,NA,New York,United States,2021-01-19,91.65
city,Albany,driving,NA,New York,United States,2021-01-20,92.65
city,Albany,driving,NA,New York,United States,2021-01-21,94.32
city,Albany,driving,NA,New York,United States,2021-01-22,110.02
city,Albany,driving,NA,New York,United States,2021-01-23,104.18
city,Albany,driving,NA,New York,United States,2021-01-24,81.03
city,Albany,driving,NA,New York,United States,2021-01-25,93.23
city,Albany,driving,NA,New York,United States,2021-01-26,84.06
city,Albany,driving,NA,New York,United States,2021-01-27,92.14
city,Albany,driving,NA,New York,United States,2021-01-28,100.7
city,Albany,driving,NA,New York,United States,2021-01-29,108.89
city,Albany,driving,NA,New York,United States,2021-01-30,105.5
city,Albany,driving,NA,New York,United States,2021-01-31,81.95
city,Albany,driving,NA,New York,United States,2021-02-01,74.91
city,Albany,driving,NA,New York,United States,2021-02-02,67.24
city,Albany,driving,NA,New York,United States,2021-02-03,95.65
city,Albany,driving,NA,New York,United States,2021-02-04,101.2
city,Albany,driving,NA,New York,United States,2021-02-05,112.79
city,Albany,driving,NA,New York,United States,2021-02-06,106.24
city,Albany,driving,NA,New York,United States,2021-02-07,68.89
city,Albany,driving,NA,New York,United States,2021-02-08,94.67
city,Albany,driving,NA,New York,United States,2021-02-09,86.22
city,Albany,driving,NA,New York,United States,2021-02-10,102.37
city,Albany,driving,NA,New York,United States,2021-02-11,104.19
city,Albany,driving,NA,New York,United States,2021-02-12,121.92
city,Albany,driving,NA,New York,United States,2021-02-13,115.34
city,Albany,driving,NA,New York,United States,2021-02-14,94.53
city,Albany,driving,NA,New York,United States,2021-02-15,84.13
city,Albany,driving,NA,New York,United States,2021-02-16,81.62
city,Albany,driving,NA,New York,United States,2021-02-17,107.77
city,Albany,driving,NA,New York,United States,2021-02-18,100.71
city,Albany,driving,NA,New York,United States,2021-02-19,105.77
city,Albany,driving,NA,New York,United States,2021-02-20,106.97
city,Albany,driving,NA,New York,United States,2021-02-21,85.68
city,Albany,driving,NA,New York,United States,2021-02-22,90.16
city,Albany,driving,NA,New York,United States,2021-02-23,98.24
city,Albany,driving,NA,New York,United States,2021-02-24,103.65
city,Albany,driving,NA,New York,United States,2021-02-25,107.63
city,Albany,driving,NA,New York,United States,2021-02-26,121.15
city,Albany,driving,NA,New York,United States,2021-02-27,112.13
city,Albany,driving,NA,New York,United States,2021-02-28,88.32
city,Albany,driving,NA,New York,United States,2021-03-01,98.82
city,Albany,driving,NA,New York,United States,2021-03-02,104.61
city,Albany,transit,NA,New York,United States,2020-01-13,100
city,Albany,transit,NA,New York,United States,2020-01-14,100.14
city,Albany,transit,NA,New York,United States,2020-01-15,105.95
city,Albany,transit,NA,New York,United States,2020-01-16,107.76
city,Albany,transit,NA,New York,United States,2020-01-17,101.39
city,Albany,transit,NA,New York,United States,2020-01-18,85.79
city,Albany,transit,NA,New York,United States,2020-01-19,82.86
city,Albany,transit,NA,New York,United States,2020-01-20,126.71
city,Albany,transit,NA,New York,United States,2020-01-21,133.77
city,Albany,transit,NA,New York,United States,2020-01-22,144.82
city,Albany,transit,NA,New York,United States,2020-01-23,136.09
city,Albany,transit,NA,New York,United States,2020-01-24,161.5
city,Albany,transit,NA,New York,United States,2020-01-25,129.26
city,Albany,transit,NA,New York,United States,2020-01-26,104.74
city,Albany,transit,NA,New York,United States,2020-01-27,135.9
city,Albany,transit,NA,New York,United States,2020-01-28,132.37
city,Albany,transit,NA,New York,United States,2020-01-29,123.55
city,Albany,transit,NA,New York,United States,2020-01-30,130.79
city,Albany,transit,NA,New York,United States,2020-01-31,159.87
city,Albany,transit,NA,New York,United States,2020-02-01,130.65
city,Albany,transit,NA,New York,United States,2020-02-02,98.89
city,Albany,transit,NA,New York,United States,2020-02-03,135.39
city,Albany,transit,NA,New York,United States,2020-02-04,120.76
city,Albany,transit,NA,New York,United States,2020-02-05,123.59
city,Albany,transit,NA,New York,United States,2020-02-06,125.5
city,Albany,transit,NA,New York,United States,2020-02-07,132.84
city,Albany,transit,NA,New York,United States,2020-02-08,140.78
city,Albany,transit,NA,New York,United States,2020-02-09,101.63
city,Albany,transit,NA,New York,United States,2020-02-10,134.18
city,Albany,transit,NA,New York,United States,2020-02-11,143.43
city,Albany,transit,NA,New York,United States,2020-02-12,137.58
city,Albany,transit,NA,New York,United States,2020-02-13,148.63
city,Albany,transit,NA,New York,United States,2020-02-14,159.27
city,Albany,transit,NA,New York,United States,2020-02-15,131.82
city,Albany,transit,NA,New York,United States,2020-02-16,116.95
city,Albany,transit,NA,New York,United States,2020-02-17,131.17
city,Albany,transit,NA,New York,United States,2020-02-18,130.33
city,Albany,transit,NA,New York,United States,2020-02-19,136.83
city,Albany,transit,NA,New York,United States,2020-02-20,132.65
city,Albany,transit,NA,New York,United States,2020-02-21,166.7
city,Albany,transit,NA,New York,United States,2020-02-22,132.84
city,Albany,transit,NA,New York,United States,2020-02-23,103.48
city,Albany,transit,NA,New York,United States,2020-02-24,121.41
city,Albany,transit,NA,New York,United States,2020-02-25,129.49
city,Albany,transit,NA,New York,United States,2020-02-26,133.21
city,Albany,transit,NA,New York,United States,2020-02-27,130.05
city,Albany,transit,NA,New York,United States,2020-02-28,150.86
city,Albany,transit,NA,New York,United States,2020-02-29,135.86
city,Albany,transit,NA,New York,United States,2020-03-01,104.88
city,Albany,transit,NA,New York,United States,2020-03-02,118.86
city,Albany,transit,NA,New York,United States,2020-03-03,123.55
city,Albany,transit,NA,New York,United States,2020-03-04,140.41
city,Albany,transit,NA,New York,United States,2020-03-05,139.71
city,Albany,transit,NA,New York,United States,2020-03-06,160.15
city,Albany,transit,NA,New York,United States,2020-03-07,149.61
city,Albany,transit,NA,New York,United States,2020-03-08,106.04
city,Albany,transit,NA,New York,United States,2020-03-09,146.54
city,Albany,transit,NA,New York,United States,2020-03-10,119.65
city,Albany,transit,NA,New York,United States,2020-03-11,128.19
city,Albany,transit,NA,New York,United States,2020-03-12,123.27
city,Albany,transit,NA,New York,United States,2020-03-13,98.05
city,Albany,transit,NA,New York,United States,2020-03-14,76.41
city,Albany,transit,NA,New York,United States,2020-03-15,60.2
city,Albany,transit,NA,New York,United States,2020-03-16,71.34
city,Albany,transit,NA,New York,United States,2020-03-17,59.27
city,Albany,transit,NA,New York,United States,2020-03-18,60.1
